SNo,ObservationDate,Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
5332,08/31/2020,Unknown,China,08/31/2020 03:00,68858,67,40764
5333,08/31/2020,New York,India,08/31/2020 04:00,81544,1515,22368
5334,08/31/2020,Hubei,US,08/31/2020 05:00,40765,0,35239
5335,08/31/2020,California,Italy,08/31/2020 06:00,24870,2198,67970
5336,08/31/2020,New York,Spain,08/31/2020 07:00,12466,901,69871
5337,08/31/2020,California,Spain,08/31/2020 08:00,45284,4845,81559
5338,08/31/2020,Hubei,India,08/31/2020 09:00,50034,794,85442
5339,08/31/2020,New York,Spain,08/31/2020 10:00,33161,2066,84225
5340,08/31/2020,California,China,08/31/2020 11:00,68275,1819,87207
5341,08/31/2020,Unknown,China,08/31/2020 12:00,60811,370,46270
5342,08/31/2020,Unknown,US,08/31/2020 13:00,53565,2538,87601
5343,08/31/2020,Hubei,US,08/31/2020 14:00,61314,3907,72979
5344,08/31/2020,New York,US,08/31/2020 15:00,53626,2054,44014
5345,08/31/2020,Guangdong,China,08/31/2020 16:00,78730,2596,64880
5346,08/31/2020,New York,US,08/31/2020 17:00,69767,4466,15665
5347,08/31/2020,Unknown,US,08/31/2020 18:00,51929,1688,40542
5348,08/31/2020,California,China,08/31/2020 19:00,93804,4852,86769
5349,08/31/2020,Guangdong,India,08/31/2020 20:00,66937,3321,36968
5350,08/31/2020,Hubei,Spain,08/31/2020 21:00,8086,1138,23481
5351,08/31/2020,Guangdong,Italy,08/31/2020 22:00,62582,2621,70558
5352,08/31/2020,Hubei,China,08/31/2020 23:00,99209,2728,52644
5353,09/01/2020,Guangdong,China,09/01/2020 00:00,66065,1165,46954
5354,09/01/2020,Hubei,Italy,09/01/2020 01:00,40779,1508,9145
5355,09/01/2020,Hubei,Italy,09/01/2020 02:00,23462,3841,50494
5356,09/01/2020,Guangdong,US,09/01/2020 03:00,47769,4558,60835
5357,09/01/2020,Guangdong,Italy,09/01/2020 04:00,55878,4576,65506
5358,09/01/2020,Hubei,Spain,09/01/2020 05:00,16956,4918,43064
5359,09/01/2020,Unknown,Spain,09/01/2020 06:00,82563,523,22954
5360,09/01/2020,Guangdong,Spain,09/01/2020 07:00,85991,2258,39051
5361,09/01/2020,New York,Spain,09/01/2020 08:00,44555,4339,86167
5362,09/01/2020,California,Spain,09/01/2020 09:00,45602,238,6574
5363,09/01/2020,Hubei,US,09/01/2020 10:00,5605,1220,32381
5364,09/01/2020,Hubei,China,09/01/2020 11:00,76213,768,26039
5365,09/01/2020,California,Italy,09/01/2020 12:00,16938,234,5331
5366,09/01/2020,Unknown,China,09/01/2020 13:00,59502,2760,30412
5367,09/01/2020,California,Italy,09/01/2020 14:00,52545,4592,83857
5368,09/01/2020,Guangdong,US,09/01/2020 15:00,43534,1519,17458
5369,09/01/2020,California,US,09/01/2020 16:00,15009,1903,14058
5370,09/01/2020,Hubei,India,09/01/2020 17:00,30246,2234,35341
5371,09/01/2020,California,India,09/01/2020 18:00,28185,935,35165
5372,09/01/2020,New York,US,09/01/2020 19:00,94831,1268,58425
5373,09/01/2020,Guangdong,US,09/01/2020 20:00,91055,818,418
5374,09/01/2020,California,Italy,09/01/2020 21:00,86488,3567,82559
5375,09/01/2020,Hubei,US,09/01/2020 22:00,46642,4117,51236
5376,09/01/2020,Guangdong,China,09/01/2020 23:00,9185,2115,37357
5377,09/02/2020,Hubei,Italy,09/02/2020 00:00,64366,2439,82278
5378,09/02/2020,Unknown,US,09/02/2020 01:00,19843,3387,83723
5379,09/02/2020,New York,Italy,09/02/2020 02:00,17505,1088,37972
5380,09/02/2020,Unknown,Italy,09/02/2020 03:00,28022,1827,40657
5381,09/02/2020,New York,Spain,09/02/2020 04:00,61609,4824,49690
5382,09/02/2020,California,India,09/02/2020 05:00,54261,2588,69975
5383,09/02/2020,Guangdong,Italy,09/02/2020 06:00,16439,2615,56040
5384,09/02/2020,California,Italy,09/02/2020 07:00,80196,1873,26794
5385,09/02/2020,New York,Spain,09/02/2020 08:00,74385,4307,9905
5386,09/02/2020,New York,US,09/02/2020 09:00,95164,1773,66401
5387,09/02/2020,New York,Italy,09/02/2020 10:00,90371,199,26926
5388,09/02/2020,Hubei,Spain,09/02/2020 11:00,70272,177,46052
5389,09/02/2020,Guangdong,China,09/02/2020 12:00,35377,930,44228
5390,09/02/2020,California,Spain,09/02/2020 13:00,3909,3736,31046
5391,09/02/2020,California,India,09/02/2020 14:00,14867,2036,4671
5392,09/02/2020,Unknown,India,09/02/2020 15:00,64685,1485,60971
5393,09/02/2020,New York,US,09/02/2020 16:00,794,2091,50187
5394,09/02/2020,New York,US,09/02/2020 17:00,83481,4263,24871
5395,09/02/2020,New York,India,09/02/2020 18:00,58527,2384,66962
5396,09/02/2020,California,India,09/02/2020 19:00,15369,4088,64140
5397,09/02/2020,Unknown,Italy,09/02/2020 20:00,23807,4681,76593
5398,09/02/2020,Hubei,India,09/02/2020 21:00,10856,1915,33460
5399,09/02/2020,Guangdong,US,09/02/2020 22:00,6795,15,29171
5400,09/02/2020,Hubei,India,09/02/2020 23:00,94921,2934,56745
5401,09/03/2020,California,US,09/03/2020 00:00,31063,836,81772
5402,09/03/2020,New York,China,09/03/2020 01:00,60951,2157,33835
5403,09/03/2020,Guangdong,India,09/03/2020 02:00,38260,1576,66668
5404,09/03/2020,California,US,09/03/2020 03:00,10149,305,58465
5405,09/03/2020,California,Spain,09/03/2020 04:00,92205,2053,7612
5406,09/03/2020,California,Italy,09/03/2020 05:00,26328,2890,9433
5407,09/03/2020,Guangdong,US,09/03/2020 06:00,69098,3344,946
5408,09/03/2020,Guangdong,India,09/03/2020 07:00,33623,4456,44107
5409,09/03/2020,Unknown,India,09/03/2020 08:00,42255,1208,1615
5410,09/03/2020,Unknown,China,09/03/2020 09:00,36389,1858,78387
5411,09/03/2020,Hubei,Spain,09/03/2020 10:00,4206,2703,73790
5412,09/03/2020,Guangdong,US,09/03/2020 11:00,99342,1971,87635
5413,09/03/2020,Guangdong,Spain,09/03/2020 12:00,63565,1113,55221
5414,09/03/2020,Guangdong,China,09/03/2020 13:00,20897,983,33161
5415,09/03/2020,Unknown,Italy,09/03/2020 14:00,79687,3310,32598
5416,09/03/2020,California,Spain,09/03/2020 15:00,4370,4001,89454
5417,09/03/2020,New York,China,09/03/2020 16:00,24045,2771,75229
5418,09/03/2020,Unknown,US,09/03/2020 17:00,87236,3152,80690
5419,09/03/2020,Guangdong,Italy,09/03/2020 18:00,87770,2162,388
5420,09/03/2020,Unknown,India,09/03/2020 19:00,52584,2127,49739
5421,09/03/2020,Hubei,China,09/03/2020 20:00,48671,3639,79437
5422,09/03/2020,Guangdong,India,09/03/2020 21:00,15326,4274,29307
5423,09/03/2020,Hubei,Italy,09/03/2020 22:00,67777,560,73205
5424,09/03/2020,Guangdong,China,09/03/2020 23:00,30639,1809,57623
5425,09/04/2020,Unknown,China,09/04/2020 00:00,60874,4387,88628
5426,09/04/2020,California,Italy,09/04/2020 01:00,39766,2932,60816
5427,09/04/2020,New York,US,09/04/2020 02:00,21278,290,64885
5428,09/04/2020,Hubei,China,09/04/2020 03:00,71980,4637,45241
5429,09/04/2020,Unknown,Italy,09/04/2020 04:00,68551,1909,52137
5430,09/04/2020,California,Spain,09/04/2020 05:00,80439,4689,21014
5431,09/04/2020,Unknown,India,09/04/2020 06:00,39583,1428,34198
5432,09/04/2020,Hubei,China,09/04/2020 07:00,93679,947,14309
5433,09/04/2020,New York,Spain,09/04/2020 08:00,70400,2527,29925
5434,09/04/2020,Unknown,China,09/04/2020 09:00,9676,1348,16176
5435,09/04/2020,Guangdong,US,09/04/2020 10:00,4234,380,86911
5436,09/04/2020,California,Italy,09/04/2020 11:00,21340,1704,70603
5437,09/04/2020,Unknown,China,09/04/2020 12:00,84259,309,18422
5438,09/04/2020,California,Italy,09/04/2020 13:00,8526,3414,20517
5439,09/04/2020,Guangdong,China,09/04/2020 14:00,72378,1498,54503
5440,09/04/2020,New York,US,09/04/2020 15:00,34626,2894,28514
5441,09/04/2020,New York,US,09/04/2020 16:00,1207,660,2215
5442,09/04/2020,Guangdong,Spain,09/04/2020 17:00,82844,3447,85276
5443,09/04/2020,California,US,09/04/2020 18:00,62420,2273,16486
5444,09/04/2020,Unknown,Italy,09/04/2020 19:00,52097,1497,74482
5445,09/04/2020,Guangdong,US,09/04/2020 20:00,64414,2072,12249
5446,09/04/2020,Hubei,China,09/04/2020 21:00,5429,3436,23187
5447,09/04/2020,California,US,09/04/2020 22:00,53591,2142,53613
5448,09/04/2020,New York,Italy,09/04/2020 23:00,7591,4660,39064
5449,09/05/2020,Guangdong,China,09/05/2020 00:00,38660,1605,71998
5450,09/05/2020,New York,Spain,09/05/2020 01:00,77313,4739,42790
5451,09/05/2020,California,Spain,09/05/2020 02:00,40459,1431,77437
5452,09/05/2020,New York,Spain,09/05/2020 03:00,78084,1950,46783
5453,09/05/2020,Guangdong,China,09/05/2020 04:00,62099,3922,65618
5454,09/05/2020,California,Spain,09/05/2020 05:00,62848,458,42271
5455,09/05/2020,Hubei,US,09/05/2020 06:00,97591,2948,24347
5456,09/05/2020,Guangdong,China,09/05/2020 07:00,78405,337,55142
5457,09/05/2020,Unknown,China,09/05/2020 08:00,89399,3943,60683
5458,09/05/2020,Guangdong,China,09/05/2020 09:00,4661,2013,71288
5459,09/05/2020,California,India,09/05/2020 10:00,44802,4020,60791
5460,09/05/2020,Guangdong,Italy,09/05/2020 11:00,18782,344,3668
5461,09/05/2020,Hubei,India,09/05/2020 12:00,49179,4671,50767
5462,09/05/2020,Hubei,India,09/05/2020 13:00,1898,942,86166
5463,09/05/2020,Unknown,India,09/05/2020 14:00,78455,345,76531
5464,09/05/2020,New York,Italy,09/05/2020 15:00,40068,3894,34830
5465,09/05/2020,California,India,09/05/2020 16:00,67963,3319,41739
5466,09/05/2020,California,Spain,09/05/2020 17:00,99929,3695,50210
5467,09/05/2020,New York,China,09/05/2020 18:00,76303,324,35166
5468,09/05/2020,Hubei,China,09/05/2020 19:00,83956,2138,11196
5469,09/05/2020,Hubei,US,09/05/2020 20:00,58654,4389,18714
5470,09/05/2020,Guangdong,Spain,09/05/2020 21:00,36123,3612,45692
5471,09/05/2020,Unknown,Italy,09/05/2020 22:00,56198,523,50911
5472,09/05/2020,Unknown,China,09/05/2020 23:00,52872,2897,45580
5473,09/06/2020,Unknown,India,09/06/2020 00:00,4902,3740,82347
5474,09/06/2020,Guangdong,US,09/06/2020 01:00,26850,258,87297
5475,09/06/2020,Unknown,US,09/06/2020 02:00,48554,1110,54181
5476,09/06/2020,New York,China,09/06/2020 03:00,43034,820,53028
5477,09/06/2020,Guangdong,Spain,09/06/2020 04:00,64843,2788,27066
5478,09/06/2020,New York,US,09/06/2020 05:00,87156,4664,64631
5479,09/06/2020,Guangdong,China,09/06/2020 06:00,8280,4604,43281
5480,09/06/2020,Unknown,Spain,09/06/2020 07:00,80490,1563,49711
5481,09/06/2020,New York,China,09/06/2020 08:00,46814,4620,70977
5482,09/06/2020,New York,China,09/06/2020 09:00,57465,1207,47024
5483,09/06/2020,New York,Spain,09/06/2020 10:00,46973,308,51769
5484,09/06/2020,Guangdong,Spain,09/06/2020 11:00,37729,1839,10146
5485,09/06/2020,California,Spain,09/06/2020 12:00,32800,3352,33357
5486,09/06/2020,Unknown,China,09/06/2020 13:00,74423,1383,55499
5487,09/06/2020,New York,US,09/06/2020 14:00,97143,2306,16313
5488,09/06/2020,California,Italy,09/06/2020 15:00,97677,1180,27398
5489,09/06/2020,Unknown,Italy,09/06/2020 16:00,78871,2472,9324
5490,09/06/2020,Unknown,China,09/06/2020 17:00,71713,2686,7432
5491,09/06/2020,New York,China,09/06/2020 18:00,41206,2967,20867
5492,09/06/2020,New York,US,09/06/2020 19:00,3926,4445,34359
5493,09/06/2020,Guangdong,Spain,09/06/2020 20:00,60445,960,69943
5494,09/06/2020,California,China,09/06/2020 21:00,43056,3456,30971
5495,09/06/2020,California,India,09/06/2020 22:00,75690,437,50759
5496,09/06/2020,New York,Spain,09/06/2020 23:00,68495,455,36492
5497,09/07/2020,Unknown,China,09/07/2020 00:00,84147,3817,53006
5498,09/07/2020,New York,India,09/07/2020 01:00,34161,1569,41069
5499,09/07/2020,Unknown,US,09/07/2020 02:00,59251,1103,77905
5500,09/07/2020,Unknown,India,09/07/2020 03:00,18407,1618,30291
5501,09/07/2020,New York,China,09/07/2020 04:00,78561,3612,17152
5502,09/07/2020,Hubei,Italy,09/07/2020 05:00,71600,1512,65674
5503,09/07/2020,California,China,09/07/2020 06:00,56714,4738,49372
5504,09/07/2020,Unknown,Italy,09/07/2020 07:00,6639,391,53079
5505,09/07/2020,Unknown,US,09/07/2020 08:00,2478,2621,51539
5506,09/07/2020,Hubei,US,09/07/2020 09:00,64546,920,2525
5507,09/07/2020,Guangdong,Spain,09/07/2020 10:00,73465,2457,9637
5508,09/07/2020,Hubei,Spain,09/07/2020 11:00,97862,3600,48324
5509,09/07/2020,Hubei,Italy,09/07/2020 12:00,62876,4508,56108
5510,09/07/2020,Unknown,Italy,09/07/2020 13:00,88373,1788,34377
5511,09/07/2020,California,US,09/07/2020 14:00,41941,260,80069
5512,09/07/2020,Hubei,India,09/07/2020 15:00,29974,2013,87363
5513,09/07/2020,Guangdong,Italy,09/07/2020 16:00,44183,1335,60207
5514,09/07/2020,New York,Italy,09/07/2020 17:00,8418,334,22368
5515,09/07/2020,Hubei,India,09/07/2020 18:00,83186,2779,25736
5516,09/07/2020,Hubei,Spain,09/07/2020 19:00,57148,803,17753
5517,09/07/2020,Guangdong,Spain,09/07/2020 20:00,79919,2437,3571
5518,09/07/2020,California,Italy,09/07/2020 21:00,31708,2807,26798
5519,09/07/2020,Hubei,Spain,09/07/2020 22:00,32924,940,33256
5520,09/07/2020,Hubei,Spain,09/07/2020 23:00,23382,3163,47419
5521,09/08/2020,California,Spain,09/08/2020 00:00,26649,902,76595
5522,09/08/2020,Guangdong,US,09/08/2020 01:00,96676,3432,30624
5523,09/08/2020,Hubei,China,09/08/2020 02:00,98099,1268,9056
5524,09/08/2020,California,Italy,09/08/2020 03:00,30373,23,63279
5525,09/08/2020,Hubei,Italy,09/08/2020 04:00,82680,4652,18564
5526,09/08/2020,New York,US,09/08/2020 05:00,74501,2748,11220
5527,09/08/2020,Unknown,China,09/08/2020 06:00,22791,2450,11290
5528,09/08/2020,New York,China,09/08/2020 07:00,58896,1396,52480
5529,09/08/2020,Hubei,US,09/08/2020 08:00,23115,3357,20018
5530,09/08/2020,Guangdong,India,09/08/2020 09:00,17341,3904,55138
5531,09/08/2020,Unknown,India,09/08/2020 10:00,16637,2488,82155
5532,09/08/2020,New York,China,09/08/2020 11:00,24269,3666,81567
5533,09/08/2020,California,India,09/08/2020 12:00,83489,1757,83302
5534,09/08/2020,Guangdong,India,09/08/2020 13:00,93330,4977,9006
5535,09/08/2020,New York,India,09/08/2020 14:00,23877,1878,43926
5536,09/08/2020,California,China,09/08/2020 15:00,40273,2532,79118
5537,09/08/2020,Hubei,India,09/08/2020 16:00,56035,3514,26265
5538,09/08/2020,California,Italy,09/08/2020 17:00,12405,3773,15908
5539,09/08/2020,New York,China,09/08/2020 18:00,93348,2078,71165
5540,09/08/2020,New York,US,09/08/2020 19:00,62309,4661,84406
5541,09/08/2020,Hubei,India,09/08/2020 20:00,41767,2057,18049
5542,09/08/2020,California,Spain,09/08/2020 21:00,9973,677,10827
5543,09/08/2020,California,China,09/08/2020 22:00,58565,4946,69522
5544,09/08/2020,Hubei,US,09/08/2020 23:00,89461,2974,40954
5545,09/09/2020,California,Italy,09/09/2020 00:00,23091,284,67359
5546,09/09/2020,Hubei,US,09/09/2020 01:00,19584,2200,62934
5547,09/09/2020,Guangdong,India,09/09/2020 02:00,74607,4466,54980
5548,09/09/2020,New York,Spain,09/09/2020 03:00,70624,1840,54582
5549,09/09/2020,Guangdong,India,09/09/2020 04:00,16550,1878,87256
5550,09/09/2020,Unknown,US,09/09/2020 05:00,2063,1610,86008
5551,09/09/2020,Unknown,China,09/09/2020 06:00,92816,3962,610
5552,09/09/2020,Unknown,Spain,09/09/2020 07:00,73839,4236,36636
5553,09/09/2020,Hubei,Spain,09/09/2020 08:00,11631,3159,86245
5554,09/09/2020,California,US,09/09/2020 09:00,1125,3498,11884
5555,09/09/2020,Guangdong,India,09/09/2020 10:00,35409,2131,86355
5556,09/09/2020,Guangdong,US,09/09/2020 11:00,50581,3314,51315
5557,09/09/2020,Guangdong,Spain,09/09/2020 12:00,22485,1378,50901
5558,09/09/2020,Guangdong,US,09/09/2020 13:00,78330,3077,21556
5559,09/09/2020,Unknown,Spain,09/09/2020 14:00,83554,3014,46676
5560,09/09/2020,Guangdong,India,09/09/2020 15:00,74398,3892,78758
5561,09/09/2020,California,China,09/09/2020 16:00,1690,1715,86603
5562,09/09/2020,Unknown,China,09/09/2020 17:00,15740,452,11018
5563,09/09/2020,Guangdong,US,09/09/2020 18:00,48643,341,36599
5564,09/09/2020,Hubei,Spain,09/09/2020 19:00,88560,392,67915
5565,09/09/2020,New York,China,09/09/2020 20:00,85877,1269,22489
5566,09/09/2020,New York,Spain,09/09/2020 21:00,9156,3050,48071
5567,09/09/2020,New York,India,09/09/2020 22:00,37214,4059,12394
5568,09/09/2020,Unknown,US,09/09/2020 23:00,96589,970,14417
5569,09/10/2020,Guangdong,Spain,09/10/2020 00:00,63389,2205,27849
5570,09/10/2020,Unknown,US,09/10/2020 01:00,75694,4794,35207
5571,09/10/2020,California,Spain,09/10/2020 02:00,2808,165,61669
5572,09/10/2020,Hubei,Spain,09/10/2020 03:00,62987,254,24290
5573,09/10/2020,Hubei,India,09/10/2020 04:00,70938,301,15115
5574,09/10/2020,New York,US,09/10/2020 05:00,67500,3103,32752
5575,09/10/2020,New York,Italy,09/10/2020 06:00,62167,3840,46402
5576,09/10/2020,New York,Spain,09/10/2020 07:00,60734,2556,24241
5577,09/10/2020,Guangdong,Spain,09/10/2020 08:00,17206,1505,49021
5578,09/10/2020,California,China,09/10/2020 09:00,9629,1256,38197
5579,09/10/2020,California,US,09/10/2020 10:00,32337,2262,64079
5580,09/10/2020,California,Italy,09/10/2020 11:00,87095,4340,89979
5581,09/10/2020,California,India,09/10/2020 12:00,63829,209,36533
5582,09/10/2020,New York,Italy,09/10/2020 13:00,69401,3793,77897
5583,09/10/2020,Hubei,India,09/10/2020 14:00,69830,4521,89832
5584,09/10/2020,New York,Italy,09/10/2020 15:00,46939,3047,74381
5585,09/10/2020,California,Italy,09/10/2020 16:00,12965,980,79283
5586,09/10/2020,New York,US,09/10/2020 17:00,12228,2119,83093
5587,09/10/2020,California,China,09/10/2020 18:00,48419,3745,67203
5588,09/10/2020,Unknown,Italy,09/10/2020 19:00,96913,177,46963
5589,09/10/2020,Hubei,Spain,09/10/2020 20:00,49229,1546,31034
5590,09/10/2020,Unknown,Spain,09/10/2020 21:00,12822,2034,14143
5591,09/10/2020,Guangdong,Spain,09/10/2020 22:00,30070,298,68857
5592,09/10/2020,New York,China,09/10/2020 23:00,68723,2567,69662
5593,09/11/2020,Guangdong,Italy,09/11/2020 00:00,7135,3566,19177
5594,09/11/2020,New York,India,09/11/2020 01:00,79044,4039,74835
5595,09/11/2020,Unknown,India,09/11/2020 02:00,99093,274,46051
5596,09/11/2020,California,US,09/11/2020 03:00,99626,2995,71721
5597,09/11/2020,California,China,09/11/2020 04:00,39441,52,52937
5598,09/11/2020,New York,Italy,09/11/2020 05:00,39884,1423,59778
5599,09/11/2020,California,Spain,09/11/2020 06:00,91603,1627,73993
5600,09/11/2020,Unknown,China,09/11/2020 07:00,18043,488,15942
5601,09/11/2020,California,China,09/11/2020 08:00,96108,2354,67659
5602,09/11/2020,Unknown,Italy,09/11/2020 09:00,75043,416,17894
5603,09/11/2020,Guangdong,US,09/11/2020 10:00,3062,2556,53927
5604,09/11/2020,Unknown,US,09/11/2020 11:00,90236,920,56160
5605,09/11/2020,Hubei,US,09/11/2020 12:00,52214,1553,36190
5606,09/11/2020,Hubei,Spain,09/11/2020 13:00,83990,2685,8431
5607,09/11/2020,Hubei,Spain,09/11/2020 14:00,53409,665,57394
5608,09/11/2020,New York,Italy,09/11/2020 15:00,10868,4101,57819
5609,09/11/2020,New York,US,09/11/2020 16:00,68089,2469,32338
5610,09/11/2020,New York,Italy,09/11/2020 17:00,95089,1474,31583
5611,09/11/2020,Unknown,US,09/11/2020 18:00,94047,337,13913
5612,09/11/2020,New York,China,09/11/2020 19:00,17428,3159,14860
5613,09/11/2020,Guangdong,India,09/11/2020 20:00,71493,268,32924
5614,09/11/2020,Hubei,India,09/11/2020 21:00,70114,1087,73134
5615,09/11/2020,Unknown,US,09/11/2020 22:00,38389,1293,37529
5616,09/11/2020,Hubei,Italy,09/11/2020 23:00,34734,656,32453
5617,09/12/2020,New York,Spain,09/12/2020 00:00,76084,2828,76511
5618,09/12/2020,Unknown,US,09/12/2020 01:00,65107,3973,54389
5619,09/12/2020,California,US,09/12/2020 02:00,86889,4957,86090
5620,09/12/2020,Guangdong,Spain,09/12/2020 03:00,84170,1336,54199
5621,09/12/2020,New York,US,09/12/2020 04:00,11679,2356,31444
5622,09/12/2020,New York,China,09/12/2020 05:00,47743,1667,48112
5623,09/12/2020,Guangdong,Spain,09/12/2020 06:00,24717,1825,18798
5624,09/12/2020,Guangdong,China,09/12/2020 07:00,25579,4030,60147
5625,09/12/2020,California,India,09/12/2020 08:00,64102,1212,11441
5626,09/12/2020,New York,Spain,09/12/2020 09:00,92266,2768,67691
5627,09/12/2020,New York,Spain,09/12/2020 10:00,34782,4415,47792
5628,09/12/2020,Hubei,Italy,09/12/2020 11:00,70160,3058,62942
5629,09/12/2020,Unknown,Italy,09/12/2020 12:00,23103,444,85677
5630,09/12/2020,Unknown,Spain,09/12/2020 13:00,91080,1397,32860
5631,09/12/2020,Hubei,India,09/12/2020 14:00,53077,4381,12468
5632,09/12/2020,Unknown,US,09/12/2020 15:00,28534,2218,58014
5633,09/12/2020,Guangdong,Italy,09/12/2020 16:00,38636,3676,34911
5634,09/12/2020,Unknown,India,09/12/2020 17:00,99108,2310,55123
5635,09/12/2020,Unknown,India,09/12/2020 18:00,50486,4040,61333
5636,09/12/2020,Hubei,Italy,09/12/2020 19:00,94096,3606,17986
5637,09/12/2020,California,US,09/12/2020 20:00,33435,1827,35719
5638,09/12/2020,Unknown,Italy,09/12/2020 21:00,33152,3219,59116
5639,09/12/2020,Unknown,India,09/12/2020 22:00,58952,4688,75794
5640,09/12/2020,California,China,09/12/2020 23:00,19638,4511,1310
5641,09/13/2020,Hubei,Italy,09/13/2020 00:00,16396,2072,63798
5642,09/13/2020,California,India,09/13/2020 01:00,40494,4189,71782
5643,09/13/2020,Hubei,Italy,09/13/2020 02:00,26783,2330,82078
5644,09/13/2020,Guangdong,India,09/13/2020 03:00,5403,685,20162
5645,09/13/2020,Hubei,US,09/13/2020 04:00,64052,4958,16761
5646,09/13/2020,Guangdong,India,09/13/2020 05:00,23838,684,19679
5647,09/13/2020,Guangdong,Spain,09/13/2020 06:00,38919,2937,74441
5648,09/13/2020,Hubei,China,09/13/2020 07:00,77895,3711,12379
5649,09/13/2020,New York,India,09/13/2020 08:00,47995,340,47770
5650,09/13/2020,Hubei,Italy,09/13/2020 09:00,22614,4699,59567
5651,09/13/2020,Unknown,Italy,09/13/2020 10:00,75593,733,13421
5652,09/13/2020,Unknown,India,09/13/2020 11:00,100,1496,48938
5653,09/13/2020,New York,Spain,09/13/2020 12:00,94191,3893,10974
5654,09/13/2020,Guangdong,India,09/13/2020 13:00,61720,2954,2500
5655,09/13/2020,New York,US,09/13/2020 14:00,70514,1131,60490
5656,09/13/2020,Unknown,Spain,09/13/2020 15:00,10988,4635,51015
5657,09/13/2020,New York,India,09/13/2020 16:00,80067,1732,49643
5658,09/13/2020,Hubei,China,09/13/2020 17:00,77167,3035,73649
5659,09/13/2020,New York,Spain,09/13/2020 18:00,77229,2713,11805
5660,09/13/2020,Guangdong,India,09/13/2020 19:00,38148,2479,7731
5661,09/13/2020,Hubei,China,09/13/2020 20:00,13823,1419,51907
5662,09/13/2020,California,India,09/13/2020 21:00,24696,1989,11460
5663,09/13/2020,Unknown,US,09/13/2020 22:00,11629,4710,11294
5664,09/13/2020,Unknown,Italy,09/13/2020 23:00,3856,487,10059
5665,09/14/2020,New York,India,09/14/2020 00:00,31051,3819,31856
5666,09/14/2020,Hubei,Spain,09/14/2020 01:00,66611,1441,7817
5667,09/14/2020,California,India,09/14/2020 02:00,86333,2390,3033
5668,09/14/2020,Hubei,India,09/14/2020 03:00,33469,1384,12971
5669,09/14/2020,Unknown,India,09/14/2020 04:00,73721,2156,65925
5670,09/14/2020,Hubei,India,09/14/2020 05:00,93377,4944,56986
5671,09/14/2020,California,Spain,09/14/2020 06:00,72372,4396,30995
5672,09/14/2020,New York,Spain,09/14/2020 07:00,46072,1391,74971
5673,09/14/2020,Guangdong,India,09/14/2020 08:00,90132,4800,19731
5674,09/14/2020,Hubei,Italy,09/14/2020 09:00,43406,3142,11
5675,09/14/2020,Guangdong,India,09/14/2020 10:00,87754,268,75244
5676,09/14/2020,Unknown,Spain,09/14/2020 11:00,35017,3917,18004
5677,09/14/2020,New York,US,09/14/2020 12:00,10705,1524,22537
5678,09/14/2020,New York,India,09/14/2020 13:00,19606,477,24836
5679,09/14/2020,Hubei,India,09/14/2020 14:00,86911,4271,8511
5680,09/14/2020,New York,India,09/14/2020 15:00,92469,238,12473
5681,09/14/2020,Hubei,India,09/14/2020 16:00,73654,609,10468
5682,09/14/2020,Hubei,China,09/14/2020 17:00,35319,4587,55965
5683,09/14/2020,Guangdong,India,09/14/2020 18:00,92185,4424,68368
5684,09/14/2020,New York,Spain,09/14/2020 19:00,57254,3397,88898
5685,09/14/2020,Hubei,Spain,09/14/2020 20:00,45318,4540,86036
5686,09/14/2020,Guangdong,China,09/14/2020 21:00,2214,4537,15
5687,09/14/2020,California,India,09/14/2020 22:00,74070,4890,76255
5688,09/14/2020,Guangdong,Italy,09/14/2020 23:00,49869,1831,69402
5689,09/15/2020,Guangdong,India,09/15/2020 00:00,35228,4986,15986
5690,09/15/2020,Hubei,Spain,09/15/2020 01:00,44696,1154,2345
5691,09/15/2020,Unknown,US,09/15/2020 02:00,3255,1751,8450
5692,09/15/2020,Unknown,US,09/15/2020 03:00,27841,3598,15349
5693,09/15/2020,Unknown,Italy,09/15/2020 04:00,5334,2485,66599
5694,09/15/2020,Guangdong,India,09/15/2020 05:00,77817,3338,16659
5695,09/15/2020,Hubei,China,09/15/2020 06:00,40522,2333,43751
5696,09/15/2020,New York,India,09/15/2020 07:00,39708,4386,21306
5697,09/15/2020,Guangdong,Italy,09/15/2020 08:00,65150,4463,80476
5698,09/15/2020,Guangdong,Italy,09/15/2020 09:00,30697,4581,69118
5699,09/15/2020,Hubei,Italy,09/15/2020 10:00,10722,167,66867
5700,09/15/2020,California,US,09/15/2020 11:00,65480,3542,8066
5701,09/15/2020,Guangdong,India,09/15/2020 12:00,16029,4009,26132
5702,09/15/2020,California,India,09/15/2020 13:00,65550,77,78772
5703,09/15/2020,California,China,09/15/2020 14:00,77042,2898,66015
5704,09/15/2020,Unknown,Italy,09/15/2020 15:00,8208,1108,20893
5705,09/15/2020,Hubei,Italy,09/15/2020 16:00,92693,891,68582
5706,09/15/2020,California,Spain,09/15/2020 17:00,75507,4756,67024
5707,09/15/2020,Hubei,Spain,09/15/2020 18:00,88719,1224,13720
5708,09/15/2020,Unknown,US,09/15/2020 19:00,88499,4684,27400
5709,09/15/2020,Hubei,India,09/15/2020 20:00,8127,564,84012
5710,09/15/2020,Guangdong,China,09/15/2020 21:00,47782,2859,28946
